folio,folio_display,div_id,categories,heading_tc,heading_tcn,heading_tl,animal_tc,animal_tcn,animal_tl,body_part_tc,body_part_tcn,body_part_tl,currency_tc,currency_tcn,currency_tl,definition_tc,definition_tcn,definition_tl,environment_tc,environment_tcn,environment_tl,material_tc,material_tcn,material_tl,medical_tc,medical_tcn,medical_tl,measurement_tc,measurement_tcn,measurement_tl,music_tc,music_tcn,music_tl,plant_tc,plant_tcn,plant_tl,place_tc,place_tcn,place_tl,personal_name_tc,personal_name_tcn,personal_name_tl,profession_tc,profession_tcn,profession_tl,sensory_tc,sensory_tcn,sensory_tl,tool_tc,tool_tcn,tool_tl,time_tc,time_tcn,time_tl,weapon_tc,weapon_tcn,weapon_tl
164r,164r,164r_2,casting,Gect,Gect,Gate,lesardes; petite vipere; serpent,lesardes; petite vipere; serpent,viper; lizard; snake,,,,realles; sols despaigne; sols de france,realles; sols d’espaigne; sols de france,sous from france; reals; sous from spain,,,,,,,or; argent plombeus; argent monnoye; argent; charbon de saule; charbon; realles; plomb; sols de france; fumees; sols despaigne,or; argent plombeus; argent; argent monnoyé; sols d’espaigne; charbon de saule; charbon; realles; plomb; fumées; sols de france,leady silver; reals; coined silver; charcoal; lead; sous from spain; sous from france; silver; gold; smoke; willow charcoal,,,,realles; sols despaigne; sols de france,realles; sols d’espaigne; sols de france,sous from france; reals; sous from spain,,,,saule,saule,willow,espaigne; france,espaigne; france,spain; france,,,,,,,,,,creuset; aile du burin; crusole; poincte du chaple ou du burin; copelle; petit souflet; moule; petite lime; petites broisses,creuset; aile du burin; poincte du chaple ou du burin; crusol; copelle; petit souflet; moule; petite lime; petites broisses,cupel; crucible; mold; little bellows; small file; side of the burin; little brushes; point of a chaple or burin,,,,,,
164r,164r,164r_3,casting,Gect,Gect,Gate,lesardes; petite vipere; serpent,lesardes; petite vipere; serpent,viper; lizard; snake,,,,realles; sols despaigne; sols de france,realles; sols d’espaigne; sols de france,sous from france; reals; sous from spain,,,,,,,or; argent plombeus; argent monnoye; argent; charbon de saule; charbon; realles; plomb; sols de france; fumees; sols despaigne,or; argent plombeus; argent; argent monnoyé; sols d’espaigne; charbon de saule; charbon; realles; plomb; fumées; sols de france,leady silver; reals; coined silver; charcoal; lead; sous from spain; sous from france; silver; gold; smoke; willow charcoal,,,,realles; sols despaigne; sols de france,realles; sols d’espaigne; sols de france,sous from france; reals; sous from spain,,,,saule,saule,willow,espaigne; france,espaigne; france,spain; france,,,,,,,,,,creuset; aile du burin; crusole; poincte du chaple ou du burin; copelle; petit souflet; moule; petite lime; petites broisses,creuset; aile du burin; poincte du chaple ou du burin; crusol; copelle; petit souflet; moule; petite lime; petites broisses,cupel; crucible; mold; little bellows; small file; side of the burin; little brushes; point of a chaple or burin,,,,,,
164r,164r,164r_4,casting,Gect,Gect,Gate,lesardes; petite vipere; serpent,lesardes; petite vipere; serpent,viper; lizard; snake,,,,realles; sols despaigne; sols de france,realles; sols d’espaigne; sols de france,sous from france; reals; sous from spain,,,,,,,or; argent plombeus; argent monnoye; argent; charbon de saule; charbon; realles; plomb; sols de france; fumees; sols despaigne,or; argent plombeus; argent; argent monnoyé; sols d’espaigne; charbon de saule; charbon; realles; plomb; fumées; sols de france,leady silver; reals; coined silver; charcoal; lead; sous from spain; sous from france; silver; gold; smoke; willow charcoal,,,,realles; sols despaigne; sols de france,realles; sols d’espaigne; sols de france,sous from france; reals; sous from spain,,,,saule,saule,willow,espaigne; france,espaigne; france,spain; france,,,,,,,,,,creuset; aile du burin; crusole; poincte du chaple ou du burin; copelle; petit souflet; moule; petite lime; petites broisses,creuset; aile du burin; poincte du chaple ou du burin; crusol; copelle; petit souflet; moule; petite lime; petites broisses,cupel; crucible; mold; little bellows; small file; side of the burin; little brushes; point of a chaple or burin,,,,,,
164v,164v,164v_1,casting,Moules,Moules,Molds,,,,doigt,doigt,finger,,,,,,,au froid,au froid,in the cold,terre; cendre chaulde; crocum; alum de plume; brique; metal; fument; sable; feutre moufle &amp; espes; mauvais sable qui nest que de plastre; alum; eau; plomb,terre; cendre chaulde; feutre moufle &amp; espés; alum de plume; crocum; metal; mauvais sable; brique; fument; sable; alum; eau; plomb; plastre,hot ashes; plaster; brick; crocum; water; sand; metal; bad sand; plump &amp; thick felt; lead; feather alum; alum; smoke; earthen; earth,,,,,,,,,,,,,,,,,,,,,,comme ilz sont encores en telle chaleur que tu as cy devant remarque mectant le doigt au trou gecte,"comme ilz sont encores en telle chaleur que tu as cy devant remarqué mectant le doigt au trou, gecte.","when they are still of such a heat as you have noticed before putting your finger in the hole, cast.",platene de terre; presse; poinctes; souflet; pieces de feutre moufle &amp; espes; platene; doigt; moules; moule; crampons,platene de terre; presse; poinctes; souflet; platene; doigt; moule; pieces de feutre moufle &amp; espés; moules; crampons,mold; slab; press; molds; points; clamps; bellows; earthen slab; finger; pieces of plump &amp; thick felt,diverse foys mays continue quand tu as commance,"diverse foys, mays continue quand tu as commancé","different times, but continue once you have started",,,
164v,164v,164v_2,casting,Moules,Moules,Molds,,,,doigt,doigt,finger,,,,,,,au froid,au froid,in the cold,terre; cendre chaulde; crocum; alum de plume; brique; metal; fument; sable; feutre moufle &amp; espes; mauvais sable qui nest que de plastre; alum; eau; plomb,terre; cendre chaulde; feutre moufle &amp; espés; alum de plume; crocum; metal; mauvais sable; brique; fument; sable; alum; eau; plomb; plastre,hot ashes; plaster; brick; crocum; water; sand; metal; bad sand; plump &amp; thick felt; lead; feather alum; alum; smoke; earthen; earth,,,,,,,,,,,,,,,,,,,,,,comme ilz sont encores en telle chaleur que tu as cy devant remarque mectant le doigt au trou gecte,"comme ilz sont encores en telle chaleur que tu as cy devant remarqué mectant le doigt au trou, gecte.","when they are still of such a heat as you have noticed before putting your finger in the hole, cast.",platene de terre; presse; poinctes; souflet; pieces de feutre moufle &amp; espes; platene; doigt; moules; moule; crampons,platene de terre; presse; poinctes; souflet; platene; doigt; moule; pieces de feutre moufle &amp; espés; moules; crampons,mold; slab; press; molds; points; clamps; bellows; earthen slab; finger; pieces of plump &amp; thick felt,diverse foys mays continue quand tu as commance,"diverse foys, mays continue quand tu as commancé","different times, but continue once you have started",,,
164v,164v,164v_3,casting,Moules,Moules,Molds,,,,doigt,doigt,finger,,,,,,,au froid,au froid,in the cold,terre; cendre chaulde; crocum; alum de plume; brique; metal; fument; sable; feutre moufle &amp; espes; mauvais sable qui nest que de plastre; alum; eau; plomb,terre; cendre chaulde; feutre moufle &amp; espés; alum de plume; crocum; metal; mauvais sable; brique; fument; sable; alum; eau; plomb; plastre,hot ashes; plaster; brick; crocum; water; sand; metal; bad sand; plump &amp; thick felt; lead; feather alum; alum; smoke; earthen; earth,,,,,,,,,,,,,,,,,,,,,,comme ilz sont encores en telle chaleur que tu as cy devant remarque mectant le doigt au trou gecte,"comme ilz sont encores en telle chaleur que tu as cy devant remarqué mectant le doigt au trou, gecte.","when they are still of such a heat as you have noticed before putting your finger in the hole, cast.",platene de terre; presse; poinctes; souflet; pieces de feutre moufle &amp; espes; platene; doigt; moules; moule; crampons,platene de terre; presse; poinctes; souflet; platene; doigt; moule; pieces de feutre moufle &amp; espés; moules; crampons,mold; slab; press; molds; points; clamps; bellows; earthen slab; finger; pieces of plump &amp; thick felt,diverse foys mays continue quand tu as commance,"diverse foys, mays continue quand tu as commancé","different times, but continue once you have started",,,
165r,165r,165r_1,"casting, tool",Reparer,Reparer,Repairing,lesards; dragon; poisson; serpents,lesards; dragon; poisson; serpents,lizard; fish; dragon; snake,,,,,,,,,,terre maigre,terre maigre,lean soil,terre grasse; plastre gras; vernis; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; huiler; cire gommee a esbaucher; plastre; or; toile; fil de fer ou dacier; eau; cire,terre grasse; plastre gras; vernis; fil de fer ou d’acier; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; cire gommée à esbaucher; huiler; plastre; or; toile; eau; cire,plaster; iron or steel wire; water; oiled; lake; fat plaster; fatty earth; fish glue; gold; silver; varnish; glue; oil; canvas; gummed modeling wax; good plaster; wax; dragon’s blood,,,,jour,jour,day,,,,,,,,,,,,,,,,,,,esponge mouillee; petites pieces poinctes de fil de fer ou dacier; poincons; moules,poinçons; petites pieces poinctes de fil de fer ou d’acier; esponge mouillée; moules,small pieces points of iron or steel wire; molds; puncheons; wet sponge,long temps; jour,long temps; jour,long time; day,,,
165r,165r,165r_2,"casting, tool",Reparer,Reparer,Repairing,lesards; dragon; poisson; serpents,lesards; dragon; poisson; serpents,lizard; fish; dragon; snake,,,,,,,,,,terre maigre,terre maigre,lean soil,terre grasse; plastre gras; vernis; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; huiler; cire gommee a esbaucher; plastre; or; toile; fil de fer ou dacier; eau; cire,terre grasse; plastre gras; vernis; fil de fer ou d’acier; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; cire gommée à esbaucher; huiler; plastre; or; toile; eau; cire,plaster; iron or steel wire; water; oiled; lake; fat plaster; fatty earth; fish glue; gold; silver; varnish; glue; oil; canvas; gummed modeling wax; good plaster; wax; dragon’s blood,,,,jour,jour,day,,,,,,,,,,,,,,,,,,,esponge mouillee; petites pieces poinctes de fil de fer ou dacier; poincons; moules,poinçons; petites pieces poinctes de fil de fer ou d’acier; esponge mouillée; moules,small pieces points of iron or steel wire; molds; puncheons; wet sponge,long temps; jour,long temps; jour,long time; day,,,
165r,165r,165r_3,"casting, tool",Reparer,Reparer,Repairing,lesards; dragon; poisson; serpents,lesards; dragon; poisson; serpents,lizard; fish; dragon; snake,,,,,,,,,,terre maigre,terre maigre,lean soil,terre grasse; plastre gras; vernis; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; huiler; cire gommee a esbaucher; plastre; or; toile; fil de fer ou dacier; eau; cire,terre grasse; plastre gras; vernis; fil de fer ou d’acier; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; cire gommée à esbaucher; huiler; plastre; or; toile; eau; cire,plaster; iron or steel wire; water; oiled; lake; fat plaster; fatty earth; fish glue; gold; silver; varnish; glue; oil; canvas; gummed modeling wax; good plaster; wax; dragon’s blood,,,,jour,jour,day,,,,,,,,,,,,,,,,,,,esponge mouillee; petites pieces poinctes de fil de fer ou dacier; poincons; moules,poinçons; petites pieces poinctes de fil de fer ou d’acier; esponge mouillée; moules,small pieces points of iron or steel wire; molds; puncheons; wet sponge,long temps; jour,long temps; jour,long time; day,,,
165r,165r,165r_4,"casting, tool",Reparer,Reparer,Repairing,lesards; dragon; poisson; serpents,lesards; dragon; poisson; serpents,lizard; fish; dragon; snake,,,,,,,,,,terre maigre,terre maigre,lean soil,terre grasse; plastre gras; vernis; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; huiler; cire gommee a esbaucher; plastre; or; toile; fil de fer ou dacier; eau; cire,terre grasse; plastre gras; vernis; fil de fer ou d’acier; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; cire gommée à esbaucher; huiler; plastre; or; toile; eau; cire,plaster; iron or steel wire; water; oiled; lake; fat plaster; fatty earth; fish glue; gold; silver; varnish; glue; oil; canvas; gummed modeling wax; good plaster; wax; dragon’s blood,,,,jour,jour,day,,,,,,,,,,,,,,,,,,,esponge mouillee; petites pieces poinctes de fil de fer ou dacier; poincons; moules,poinçons; petites pieces poinctes de fil de fer ou d’acier; esponge mouillée; moules,small pieces points of iron or steel wire; molds; puncheons; wet sponge,long temps; jour,long temps; jour,long time; day,,,
165r,165r,165r_5,"casting, tool",Reparer,Reparer,Repairing,lesards; dragon; poisson; serpents,lesards; dragon; poisson; serpents,lizard; fish; dragon; snake,,,,,,,,,,terre maigre,terre maigre,lean soil,terre grasse; plastre gras; vernis; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; huiler; cire gommee a esbaucher; plastre; or; toile; fil de fer ou dacier; eau; cire,terre grasse; plastre gras; vernis; fil de fer ou d’acier; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; cire gommée à esbaucher; huiler; plastre; or; toile; eau; cire,plaster; iron or steel wire; water; oiled; lake; fat plaster; fatty earth; fish glue; gold; silver; varnish; glue; oil; canvas; gummed modeling wax; good plaster; wax; dragon’s blood,,,,jour,jour,day,,,,,,,,,,,,,,,,,,,esponge mouillee; petites pieces poinctes de fil de fer ou dacier; poincons; moules,poinçons; petites pieces poinctes de fil de fer ou d’acier; esponge mouillée; moules,small pieces points of iron or steel wire; molds; puncheons; wet sponge,long temps; jour,long temps; jour,long time; day,,,
165r,165r,165r_6,"casting, tool",Reparer,Reparer,Repairing,lesards; dragon; poisson; serpents,lesards; dragon; poisson; serpents,lizard; fish; dragon; snake,,,,,,,,,,terre maigre,terre maigre,lean soil,terre grasse; plastre gras; vernis; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; huiler; cire gommee a esbaucher; plastre; or; toile; fil de fer ou dacier; eau; cire,terre grasse; plastre gras; vernis; fil de fer ou d’acier; argent; laque; bon plastre; coller; sang de dragon; huile; colle; colle de poisson; cire gommée à esbaucher; huiler; plastre; or; toile; eau; cire,plaster; iron or steel wire; water; oiled; lake; fat plaster; fatty earth; fish glue; gold; silver; varnish; glue; oil; canvas; gummed modeling wax; good plaster; wax; dragon’s blood,,,,jour,jour,day,,,,,,,,,,,,,,,,,,,esponge mouillee; petites pieces poinctes de fil de fer ou dacier; poincons; moules,poinçons; petites pieces poinctes de fil de fer ou d’acier; esponge mouillée; moules,small pieces points of iron or steel wire; molds; puncheons; wet sponge,long temps; jour,long temps; jour,long time; day,,,
165v,165v,165v_1,casting,Plant danimaulx,Plant d’animaulx,Stance of animals,mousche; poisson; animaulx,poisson; mousche,fish; fly,urine,urine,urine,,,,,,,,,,luth de plastre qui ha servy aulx moules; mortier de chaulx; plombeux; terre; argent; luth; fer; sable; cire fondue; plomb; colle de poisson; eau claire; filons de cire; bave; luth commun; vinaigre; urine; cire a esbaucher; cire; eau de vye,luth de plastre qui ha servy aulx moules; mortier de chaulx; plombeux; terre; argent; luth; fer; sable; cire fondue; plomb; colle de poisson; eau claire; filons de cire; bave; luth commun; vinaigre; cire à esbaucher; urine; cire; eau de vye,common lute; fish glue; leady; veins of wax; wax; melted wax; modeling wax; lead; iron; slaver; vinegar; sand; lime mortar; lute; eau-de-vie; clear water; silver; urine; lute of plaster that has been used for molds; earthen,la main gardes bien que ceste mixtion ny touche; entameure en,"entameure en; la main, gardes bien que ceste mixtion n’y touche","cut on your hand, take care that this mixture does not touch it",quand il sautille,quand il sautille,when it quivers,espinette,espinette,spinet,,,,,,,,,,,,,,,,esponge; poinctes de fer; luth; broisse; moules; moule; plaste de terre; corde despinette; luth commun,esponge; poinctes de fer; luth; corde d’espinette; broisse; moules; moule; plaste de terre; luth commun,common lute; sponge; spinet string; lute; molds; mold; brush; earthen slab; iron points,long temps,long temps,long time,,,
165v,165v,165v_2,casting,Plant danimaulx,Plant d’animaulx,Stance of animals,mousche; poisson; animaulx,poisson; mousche,fish; fly,urine,urine,urine,,,,,,,,,,luth de plastre qui ha servy aulx moules; mortier de chaulx; plombeux; terre; argent; luth; fer; sable; cire fondue; plomb; colle de poisson; eau claire; filons de cire; bave; luth commun; vinaigre; urine; cire a esbaucher; cire; eau de vye,luth de plastre qui ha servy aulx moules; mortier de chaulx; plombeux; terre; argent; luth; fer; sable; cire fondue; plomb; colle de poisson; eau claire; filons de cire; bave; luth commun; vinaigre; cire à esbaucher; urine; cire; eau de vye,common lute; fish glue; leady; veins of wax; wax; melted wax; modeling wax; lead; iron; slaver; vinegar; sand; lime mortar; lute; eau-de-vie; clear water; silver; urine; lute of plaster that has been used for molds; earthen,la main gardes bien que ceste mixtion ny touche; entameure en,"entameure en; la main, gardes bien que ceste mixtion n’y touche","cut on your hand, take care that this mixture does not touch it",quand il sautille,quand il sautille,when it quivers,espinette,espinette,spinet,,,,,,,,,,,,,,,,esponge; poinctes de fer; luth; broisse; moules; moule; plaste de terre; corde despinette; luth commun,esponge; poinctes de fer; luth; corde d’espinette; broisse; moules; moule; plaste de terre; luth commun,common lute; sponge; spinet string; lute; molds; mold; brush; earthen slab; iron points,long temps,long temps,long time,,,
